stage,sym,firm,risk,max_days,target,baseline_seed,sim,exit_hour,expire_hour,max_range_atr,min_range_atr,rng_type,rr,sl_frac,max_trades_day,is_n,is_pass_pct,is_pass_inc_pct,is_fail_pct,is_timeout_pct,is_days_med,is_trades,is_endbal,oos_n,oos_pass_pct,oos_pass_inc_pct,oos_fail_pct,oos_timeout_pct,oos_days_med,oos_trades,oos_endbal,trail,sl_atr,strat_key,exec_key,skip_dow,risk_on_balance,day_stop_pct
2,XAUUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,2.0,prevday,0.0,1.0,1,338,0.3,0.0,0.0,99.7,4.9,2.1,100161.0,163,0.0,0.0,0.0,100.0,,2.2,99919.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 2.0), ('max_range_atr', 12.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,XAUUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,2.0,prevday,0.0,1.0,2,338,0.0,0.3,0.3,99.4,,3.4,99871.0,163,0.0,0.0,0.0,100.0,,3.6,99705.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 2.0), ('max_range_atr', 12.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,XAUUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,2.0,prevday,0.0,1.0,2,338,0.3,0.0,0.3,99.4,4.9,3.4,99871.0,163,0.0,0.0,0.0,100.0,,3.6,99705.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 2.0), ('max_range_atr', 12.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,XAUUSD,ftmo_1step,2.0,,,,,23.0,17.0,6.0,1.0,prevday,0.0,1.0,1,338,0.0,0.3,0.0,99.7,,2.4,100192.0,163,0.0,0.0,0.0,100.0,,2.3,100016.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 6.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,XAUUSD,fundingpips_1step,2.0,,,,,23.0,17.0,6.0,1.0,prevday,0.0,1.0,1,338,0.3,0.0,0.0,99.7,4.9,2.4,100192.0,163,0.0,0.0,0.0,100.0,,2.3,100016.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 6.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,XAUUSD,ftmo_1step,2.0,,,,,23.0,17.0,6.0,1.0,prevday,0.0,1.0,2,338,0.0,0.9,1.2,97.9,,3.8,99954.0,163,0.0,0.0,0.6,99.4,,3.8,99713.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 6.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,XAUUSD,fundingpips_1step,2.0,,,,,23.0,17.0,6.0,1.0,prevday,0.0,1.0,2,338,0.9,0.0,1.2,97.9,4.9,3.8,99954.0,163,0.0,0.0,0.6,99.4,,3.8,99713.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 6.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,XAUUSD,ftmo_1step,2.0,,,,,23.0,17.0,6.0,1.0,prevday,0.0,1.0,1,338,0.0,0.3,0.0,99.7,,1.5,100181.0,163,0.0,0.0,0.0,100.0,,1.4,99963.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 6.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,XAUUSD,fundingpips_1step,2.0,,,,,23.0,17.0,6.0,1.0,prevday,0.0,1.0,1,338,0.3,0.0,0.0,99.7,4.9,1.5,100181.0,163,0.0,0.0,0.0,100.0,,1.4,99963.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 6.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,XAUUSD,ftmo_1step,2.0,,,,,23.0,17.0,6.0,1.0,prevday,0.0,1.0,2,338,0.0,0.3,0.6,99.1,,2.4,100001.0,163,0.0,0.0,0.0,100.0,,2.4,99835.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 6.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,XAUUSD,fundingpips_1step,2.0,,,,,23.0,17.0,6.0,1.0,prevday,0.0,1.0,2,338,0.3,0.0,0.6,99.1,4.9,2.4,100001.0,163,0.0,0.0,0.0,100.0,,2.4,99835.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 1.0), ('max_range_atr', 6.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,XAUUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,3.0,prevday,0.0,1.0,1,338,0.0,0.0,0.0,100.0,,3.3,100132.0,163,0.0,0.0,0.0,100.0,,3.4,99991.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 3.0), ('max_range_atr', 12.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,XAUUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,3.0,prevday,0.0,1.0,1,338,0.0,0.0,0.0,100.0,,3.3,100132.0,163,0.0,0.0,0.0,100.0,,3.4,99991.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 3.0), ('max_range_atr', 12.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,XAUUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,3.0,prevday,0.0,1.0,2,338,0.0,0.3,1.2,98.5,,5.2,99663.0,163,0.0,0.0,0.0,100.0,,5.5,99559.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 3.0), ('max_range_atr', 12.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,XAUUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,3.0,prevday,0.0,1.0,2,338,0.3,0.0,1.2,98.5,3.9,5.2,99663.0,163,0.0,0.0,0.0,100.0,,5.5,99559.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 3.0), ('max_range_atr', 12.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,XAUUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,3.0,prevday,0.0,1.0,1,338,0.0,0.0,0.0,100.0,,2.1,100127.0,163,0.0,0.0,0.0,100.0,,2.2,99915.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 3.0), ('max_range_atr', 12.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,XAUUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,3.0,prevday,0.0,1.0,1,338,0.0,0.0,0.0,100.0,,2.1,100127.0,163,0.0,0.0,0.0,100.0,,2.2,99915.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 3.0), ('max_range_atr', 12.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,XAUUSD,ftmo_1step,2.0,,,,,23.0,17.0,12.0,3.0,prevday,0.0,1.0,2,338,0.0,0.0,0.3,99.7,,3.3,99833.0,163,0.0,0.0,0.0,100.0,,3.5,99691.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 3.0), ('max_range_atr', 12.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,XAUUSD,fundingpips_1step,2.0,,,,,23.0,17.0,12.0,3.0,prevday,0.0,1.0,2,338,0.0,0.0,0.3,99.7,,3.3,99833.0,163,0.0,0.0,0.0,100.0,,3.5,99691.0,1.5,,"(('rng_type', 'prevday'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 0.0), ('trail', 1.5), ('min_range_atr', 3.0), ('max_range_atr', 12.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,3.0,0.3,asian,3.0,1.0,1,395,2.0,3.8,8.9,85.3,5.0,3.5,100053.0,205,1.5,2.4,7.8,88.3,5.5,3.5,99311.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,3.0,0.3,asian,3.0,1.0,1,395,6.3,0.0,22.6,71.1,3.9,3.3,100141.0,205,3.9,0.0,28.3,67.8,3.8,3.4,99223.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,3.0,0.3,asian,3.0,1.0,2,395,1.5,7.1,71.9,19.5,5.9,3.0,99892.0,205,0.5,5.4,84.4,9.8,5.5,2.8,98989.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,3.0,0.3,asian,3.0,1.0,2,395,9.4,0.0,70.9,19.7,3.7,3.0,99971.0,205,5.9,0.0,84.4,9.8,2.9,2.8,98989.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,3.0,0.3,asian,3.0,1.0,1,395,0.0,2.5,1.6,95.9,,2.1,100170.0,205,0.0,2.0,0.5,97.6,,2.2,99615.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,3.0,0.3,asian,3.0,1.0,1,395,2.5,0.0,8.4,89.1,3.9,2.1,100195.0,205,2.0,0.0,12.2,85.9,4.2,2.2,99605.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,3.0,0.3,asian,3.0,1.0,2,395,0.0,4.6,55.5,40.0,,2.4,100083.0,205,0.0,3.4,67.8,28.8,,2.4,99395.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,3.0,0.3,asian,3.0,1.0,2,395,5.1,0.0,54.7,40.3,3.9,2.4,100136.0,205,3.4,0.0,67.8,28.8,3.7,2.4,99395.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,2.0,0.3,asian,3.0,1.0,1,395,0.0,1.0,1.0,98.0,,1.1,100100.0,205,0.5,0.5,1.0,98.0,5.5,1.2,100051.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 2.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,2.0,0.3,asian,3.0,1.0,1,395,1.3,0.0,2.8,95.9,3.6,1.1,100139.0,205,1.0,0.0,3.9,95.1,6.1,1.2,100037.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 2.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,2.0,0.3,asian,3.0,1.0,2,395,0.0,3.5,40.5,55.9,,1.5,100000.0,205,0.5,3.9,47.3,48.3,5.5,1.5,99828.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 2.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,2.0,0.3,asian,3.0,1.0,2,395,4.1,0.0,39.7,56.2,3.6,1.5,100055.0,205,4.4,0.0,47.3,48.3,2.9,1.5,99828.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 2.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,2.0,0.3,asian,3.0,1.0,1,395,0.0,0.0,0.0,100.0,,0.6,100122.0,205,0.0,0.5,0.0,99.5,,0.7,100079.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 2.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,2.0,0.3,asian,3.0,1.0,1,395,0.0,0.0,0.5,99.5,,0.6,100123.0,205,0.5,0.0,0.5,99.0,5.7,0.7,100079.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 2.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,2.0,0.3,asian,3.0,1.0,2,395,0.0,1.3,22.0,76.7,,0.8,100064.0,205,0.0,2.0,33.2,64.9,,1.0,99968.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 2.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,2.0,0.3,asian,3.0,1.0,2,395,1.3,0.0,22.0,76.7,1.7,0.8,100066.0,205,2.0,0.0,33.2,64.9,4.7,1.0,99968.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 2.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,3.0,1.0,asian,3.0,1.0,1,395,2.0,3.8,8.3,85.8,5.0,3.4,100064.0,205,1.5,2.9,7.3,88.3,5.5,3.5,99342.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 3.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,3.0,1.0,asian,3.0,1.0,1,395,6.3,0.0,22.3,71.4,3.9,3.3,100138.0,205,4.4,0.0,27.8,67.8,2.9,3.3,99254.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 3.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,3.0,1.0,asian,3.0,1.0,2,395,1.5,7.1,71.7,19.7,5.9,3.0,99879.0,205,0.5,5.9,83.9,9.8,5.5,2.8,99034.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 3.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,3.0,1.0,asian,3.0,1.0,2,395,9.4,0.0,70.6,20.0,3.7,3.0,99957.0,205,6.3,0.0,83.9,9.8,2.9,2.8,99034.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 3.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,3.0,1.0,asian,3.0,1.0,1,395,0.0,2.5,1.3,96.2,,2.1,100177.0,205,0.0,2.0,0.0,98.0,,2.2,99636.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 3.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,3.0,1.0,asian,3.0,1.0,1,395,2.5,0.0,8.1,89.4,3.9,2.1,100201.0,205,2.0,0.0,11.7,86.3,4.2,2.2,99626.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 3.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,3.0,1.0,asian,3.0,1.0,2,395,0.0,4.6,55.2,40.3,,2.4,100070.0,205,0.0,3.4,66.8,29.8,,2.4,99422.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 3.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,3.0,1.0,asian,3.0,1.0,2,395,5.1,0.0,54.4,40.5,3.9,2.4,100122.0,205,3.4,0.0,66.8,29.8,3.7,2.4,99422.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 1.0), ('max_range_atr', 3.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,5.0,0.3,asian,3.0,1.0,1,395,4.6,2.8,13.2,79.5,4.2,4.6,100022.0,205,2.4,2.4,12.7,82.4,5.5,4.7,99329.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 5.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,5.0,0.3,asian,3.0,1.0,1,395,7.6,0.0,28.9,63.5,3.9,4.3,100075.0,205,4.9,0.0,34.2,61.0,3.4,4.4,99287.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 5.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,5.0,0.3,asian,3.0,1.0,2,395,2.8,6.1,79.0,12.2,5.8,3.6,99713.0,205,1.5,4.9,86.3,7.3,5.5,3.3,98932.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 5.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,5.0,0.3,asian,3.0,1.0,2,395,9.6,0.0,78.3,12.2,3.3,3.6,99796.0,205,6.3,0.0,87.4,6.3,2.9,3.2,98899.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 5.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,5.0,0.3,asian,3.0,1.0,1,395,0.3,2.3,2.6,94.9,3.9,2.9,100060.0,205,1.0,2.0,0.5,96.6,6.9,2.9,99592.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 5.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,5.0,0.3,asian,3.0,1.0,1,395,2.5,0.0,14.2,83.3,3.9,2.9,100109.0,205,2.9,0.0,21.0,76.1,4.3,2.9,99551.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 5.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
2,EURUSD,ftmo_1step,2.0,,,,,23.0,17.0,5.0,0.3,asian,3.0,1.0,2,395,0.3,5.1,64.0,30.6,3.9,3.1,99936.0,205,0.5,4.4,74.6,20.5,6.9,2.9,99219.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 5.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,EURUSD,fundingpips_1step,2.0,,,,,23.0,17.0,5.0,0.3,asian,3.0,1.0,2,395,6.1,0.0,63.5,30.4,3.9,3.1,100014.0,205,4.9,0.0,74.6,20.5,5.2,2.9,99217.0,,,"(('rng_type', 'asian'), ('expire_hour', 17), ('exit_hour', 23), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 5.0), ('skip_dow', (0, 4)))","(('max_trades_day', 2),)","(0, 4)",,
2,EURUSD,ftmo_1step,2.0,,,,,22.0,18.0,3.0,0.3,nypre,3.0,1.0,1,395,0.8,0.3,0.8,98.2,3.9,2.2,100103.0,205,0.0,0.0,0.0,100.0,,2.1,100096.0,,,"(('rng_type', 'nypre'), ('expire_hour', 18), ('exit_hour', 22), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,EURUSD,fundingpips_1step,2.0,,,,,22.0,18.0,3.0,0.3,nypre,3.0,1.0,1,395,1.0,0.0,2.1,97.0,3.8,2.2,100091.0,205,0.0,0.0,1.5,98.5,,2.1,100074.0,,,"(('rng_type', 'nypre'), ('expire_hour', 18), ('exit_hour', 22), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', ()))","(('max_trades_day', 1),)",(),,
2,EURUSD,ftmo_1step,2.0,,,,,22.0,18.0,3.0,0.3,nypre,3.0,1.0,2,395,0.3,1.3,20.6,78.0,3.7,2.4,100018.0,205,0.0,0.0,26.3,73.7,,2.3,99856.0,,,"(('rng_type', 'nypre'), ('expire_hour', 18), ('exit_hour', 22), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,EURUSD,fundingpips_1step,2.0,,,,,22.0,18.0,3.0,0.3,nypre,3.0,1.0,2,395,1.5,0.0,20.5,78.0,2.7,2.4,100008.0,205,0.0,0.0,27.3,72.7,,2.3,99858.0,,,"(('rng_type', 'nypre'), ('expire_hour', 18), ('exit_hour', 22), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', ()))","(('max_trades_day', 2),)",(),,
2,EURUSD,ftmo_1step,2.0,,,,,22.0,18.0,3.0,0.3,nypre,3.0,1.0,1,395,0.0,0.0,0.3,99.7,,1.3,99993.0,205,0.0,0.0,0.0,100.0,,1.2,99995.0,,,"(('rng_type', 'nypre'), ('expire_hour', 18), ('exit_hour', 22), ('sl_frac', 1.0), ('rr', 3.0), ('min_range_atr', 0.3), ('max_range_atr', 3.0), ('skip_dow', (0, 4)))","(('max_trades_day', 1),)","(0, 4)",,
