stage,symbol,rule,lookback_h,entry_hours,sl_atr,rr,exit_hour,trail,seed,firm,firm_variant,max_days,risk,max_trades_day,day_stop,risk_on_balance,segment,n,pass_pct,pass_inconsistent_pct,fail_daily_pct,fail_max_pct,timeout_pct,days_to_pass_median,trades_mean,max_dd_mean,worst_day_mean,end_balance_mean,fail_pct
s1,XAUUSD,long,24,[10],3.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,2.8,0.9,3.2,2.5,90.7,5.9,4.8,5.6,-2.04,100165.0,5.7
s1,XAUUSD,long,24,[10],3.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,1.4,0.0,3.1,19.4,76.1,5.7,4.7,5.61,-2.07,99127.0,22.5
s1,XAUUSD,long,24,[10],3.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,3.7,0.0,2.9,14.2,79.2,4.9,4.7,5.44,-2.04,100137.0,17.1
s1,XAUUSD,long,24,[16],1.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,1.7,9.7,88.6,,4.9,6.39,-2.15,97930.0,11.4
s1,XAUUSD,long,24,[16],1.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.5,5.4,94.1,,4.9,6.06,-2.09,98979.0,5.9
s1,XAUUSD,long,24,[16],1.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,1.7,31.6,66.7,,4.6,5.97,-2.15,98125.0,33.3
s1,XAUUSD,long,24,[16],1.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.2,25.1,74.6,,4.7,5.78,-2.09,99002.0,25.3
s1,XAUUSD,long,24,[16],1.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,2.1,0.0,3.3,19.8,74.8,5.3,4.8,7.48,-2.18,98017.0,23.1
s1,XAUUSD,long,24,[16],1.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,4.9,0.0,2.0,16.3,76.8,4.7,4.8,7.38,-2.1,99074.0,18.3
s1,XAUUSD,long,24,[16],1.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,2.2,0.0,3.1,33.5,61.2,5.7,4.3,6.77,-2.17,98337.0,36.6
s1,XAUUSD,long,24,[16],1.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,4.9,0.0,1.6,32.5,61.0,4.7,4.4,6.79,-2.1,99106.0,34.1
s1,XAUUSD,long,24,[16],1.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,3.9,1.3,3.6,26.9,64.4,4.9,4.7,8.04,-2.17,98055.0,30.5
s1,XAUUSD,long,24,[16],1.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,6.0,3.8,2.9,21.4,65.8,5.9,4.7,7.8,-2.1,99235.0,24.3
s1,XAUUSD,long,24,[16],1.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,5.3,0.0,3.3,40.5,50.9,4.8,4.2,7.3,-2.17,98386.0,43.8
s1,XAUUSD,long,24,[16],1.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,9.8,0.0,2.2,39.0,49.0,4.7,4.2,7.15,-2.09,99317.0,41.2
s1,XAUUSD,long,24,[16],2.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,3.2,1.2,95.6,,4.9,5.04,-2.07,99003.0,4.4
s1,XAUUSD,long,24,[16],2.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,2.5,1.1,96.4,,4.9,4.84,-2.03,99590.0,3.6
s1,XAUUSD,long,24,[16],2.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,3.1,15.7,81.2,,4.8,4.87,-2.07,99017.0,18.8
s1,XAUUSD,long,24,[16],2.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,2.2,11.2,86.6,,4.8,4.74,-2.02,99565.0,13.4
s1,XAUUSD,long,24,[16],2.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.5,0.0,4.0,1.7,93.8,4.7,4.9,5.56,-2.1,99118.0,5.7
s1,XAUUSD,long,24,[16],2.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,1.8,0.5,4.9,1.1,91.7,5.8,4.8,5.29,-2.07,99798.0,6.0
s1,XAUUSD,long,24,[16],2.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.5,0.0,3.9,17.9,77.8,4.7,4.7,5.36,-2.1,99118.0,21.8
s1,XAUUSD,long,24,[16],2.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,2.3,0.0,4.7,13.0,80.0,5.8,4.7,5.16,-2.07,99744.0,17.7
s1,XAUUSD,long,24,[16],2.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.5,0.6,4.3,1.8,92.9,4.4,4.8,5.69,-2.1,99171.0,6.1
s1,XAUUSD,long,24,[16],2.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,1.7,1.3,5.9,1.7,89.3,6.4,4.8,5.51,-2.09,99776.0,7.6
s1,XAUUSD,long,24,[16],2.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,1.1,0.0,4.1,18.1,76.7,4.7,4.7,5.48,-2.1,99168.0,22.2
s1,XAUUSD,long,24,[16],2.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,3.1,0.0,5.6,13.2,78.1,5.9,4.7,5.38,-2.08,99730.0,18.8
s1,XAUUSD,long,24,[16],3.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,2.7,0.0,97.3,,4.9,4.13,-1.95,99146.0,2.7
s1,XAUUSD,long,24,[16],3.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,2.5,0.0,97.5,,4.9,3.82,-1.89,99951.0,2.5
s1,XAUUSD,long,24,[16],3.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,2.7,6.4,90.9,,4.8,4.08,-1.95,99140.0,9.1
s1,XAUUSD,long,24,[16],3.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,2.3,4.8,92.9,,4.9,3.8,-1.89,99917.0,7.1
s1,XAUUSD,long,24,[1],0.5,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.0,12.7,87.3,,4.9,6.64,-2.22,97623.0,12.7
s1,XAUUSD,long,24,[1],0.5,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,11.8,88.2,,4.9,6.46,-2.15,98271.0,11.8
s1,XAUUSD,long,24,[1],0.5,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.0,36.4,63.6,,4.5,6.17,-2.22,97738.0,36.4
s1,XAUUSD,long,24,[1],0.5,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,32.5,67.5,,4.6,6.08,-2.16,98374.0,32.5
s1,XAUUSD,long,24,[16],3.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.1,0.0,3.3,0.1,96.4,6.9,4.9,4.32,-1.97,99250.0,3.4
s1,XAUUSD,long,24,[16],3.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.2,0.4,3.4,0.0,96.0,6.4,4.8,4.11,-1.93,99971.0,3.4
s1,XAUUSD,long,24,[16],3.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.1,0.0,3.3,6.9,89.7,6.9,4.8,4.27,-1.97,99242.0,10.2
s1,XAUUSD,long,24,[16],3.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.6,0.0,3.3,5.1,90.9,6.9,4.8,4.09,-1.93,99941.0,8.4
s1,XAUUSD,long,24,[16],3.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,3.2,0.1,96.7,,4.9,4.35,-1.97,99293.0,3.3
s1,XAUUSD,long,24,[16],3.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.1,0.4,4.3,0.0,95.2,6.9,4.8,4.15,-1.94,100002.0,4.3
s1,XAUUSD,long,24,[16],3.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,3.2,6.9,89.9,,4.8,4.3,-1.97,99284.0,10.1
s1,XAUUSD,long,24,[16],3.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.5,0.0,4.2,5.1,90.2,6.9,4.8,4.13,-1.94,99973.0,9.3
s1,XAUUSD,long,24,[1],0.5,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,2.8,0.0,0.0,30.5,66.6,4.1,4.7,8.13,-2.22,97401.0,30.5
s1,XAUUSD,long,24,[1],0.5,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,3.1,0.0,0.0,25.0,71.9,4.2,4.8,7.89,-2.17,98220.0,25.0
s1,XAUUSD,long,24,[1],0.5,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,2.8,0.0,0.0,40.6,56.6,4.1,4.1,7.26,-2.21,97683.0,40.6
s1,XAUUSD,long,24,[1],0.5,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,3.2,0.0,0.0,33.2,63.6,4.2,4.3,7.23,-2.17,98409.0,33.2
s1,XAUUSD,long,24,[1],0.5,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,3.7,2.8,0.1,49.9,43.4,5.3,4.5,9.09,-2.21,97067.0,50.0
s1,XAUUSD,long,24,[1],0.5,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,3.7,4.0,0.0,43.6,48.7,6.1,4.5,8.85,-2.14,98086.0,43.6
s1,XAUUSD,long,24,[1],0.5,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,6.7,0.0,0.1,54.3,38.8,3.9,3.8,8.01,-2.21,97574.0,54.4
s1,XAUUSD,long,24,[1],0.5,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,7.8,0.0,0.0,47.4,44.7,4.0,3.9,8.03,-2.14,98220.0,47.4
s1,XAUUSD,long,24,[1],1.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.2,5.9,93.8,,4.9,5.92,-2.12,98889.0,6.1
s1,XAUUSD,long,24,[1],1.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,3.9,96.1,,4.9,5.55,-2.06,99798.0,3.9
s1,XAUUSD,long,24,[1],1.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.2,25.6,74.2,,4.6,5.61,-2.11,98885.0,25.8
s1,XAUUSD,long,24,[1],1.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,19.5,80.5,,4.7,5.36,-2.06,99772.0,19.5
s1,XAUUSD,long,24,[1],1.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,3.2,0.0,0.7,25.9,70.2,4.3,4.7,7.78,-2.12,98267.0,26.6
s1,XAUUSD,long,24,[1],1.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,4.7,0.0,0.4,16.5,78.4,4.5,4.8,7.27,-2.07,99796.0,16.9
s1,XAUUSD,long,24,[1],1.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,3.2,0.0,0.5,37.2,59.2,4.3,4.2,7.05,-2.11,98533.0,37.7
s1,XAUUSD,long,24,[1],1.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,4.9,0.0,0.4,28.2,66.5,4.5,4.4,6.79,-2.07,99766.0,28.6
s1,XAUUSD,long,24,[1],1.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,4.3,3.1,1.5,35.6,55.5,5.2,4.5,8.42,-2.11,98298.0,37.1
s1,XAUUSD,long,24,[1],1.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,7.4,4.5,0.5,28.4,59.2,5.6,4.6,8.08,-2.05,99707.0,28.9
s1,XAUUSD,long,24,[1],1.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,7.6,0.0,1.4,46.7,44.3,3.9,4.0,7.63,-2.11,98509.0,48.1
s1,XAUUSD,long,24,[1],1.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,12.1,0.0,0.5,38.6,48.8,4.2,4.1,7.52,-2.05,99676.0,39.1
s1,XAUUSD,long,24,[1],2.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.2,2.7,97.0,,4.8,5.45,-2.04,99177.0,2.9
s1,XAUUSD,long,24,[1],2.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,0.6,99.4,,4.9,4.95,-1.99,100162.0,0.6
s1,XAUUSD,long,24,[1],2.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.2,18.5,81.3,,4.7,5.22,-2.04,99193.0,18.7
s1,XAUUSD,long,24,[1],2.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,13.6,86.4,,4.8,4.83,-1.99,100111.0,13.6
s1,XAUUSD,long,24,[1],2.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.9,0.0,0.9,5.1,93.0,4.8,4.8,6.28,-2.06,99154.0,6.0
s1,XAUUSD,long,24,[1],2.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,4.9,0.0,0.0,2.9,92.2,5.6,4.8,5.85,-2.01,100424.0,2.9
s1,XAUUSD,long,24,[1],2.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.9,0.0,0.9,25.2,72.9,4.8,4.5,5.93,-2.06,99169.0,26.1
s1,XAUUSD,long,24,[1],2.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,4.9,0.0,0.0,17.2,77.9,5.6,4.7,5.64,-2.01,100350.0,17.2
s1,XAUUSD,long,24,[1],2.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,3.1,1.4,1.2,6.0,88.3,5.9,4.8,6.51,-2.05,99294.0,7.2
s1,XAUUSD,long,24,[1],2.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,4.5,2.7,1.2,3.2,88.4,5.9,4.8,6.15,-2.03,100465.0,4.4
s1,XAUUSD,long,24,[1],2.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,4.5,0.0,1.2,26.2,68.2,4.8,4.5,6.16,-2.05,99311.0,27.4
s1,XAUUSD,long,24,[1],2.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,7.2,0.0,1.1,17.4,74.3,4.9,4.6,5.93,-2.02,100382.0,18.5
s1,XAUUSD,long,24,[1],3.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.0,0.0,100.0,,4.8,4.61,-1.97,99389.0,0.0
s1,XAUUSD,long,24,[1],3.0,1.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,0.0,100.0,,4.8,4.2,-1.91,100417.0,0.0
s1,XAUUSD,long,24,[1],3.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.0,0.0,0.0,9.5,90.5,,4.8,4.54,-1.97,99369.0,9.5
s1,XAUUSD,long,24,[1],3.0,1.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,0.0,0.0,0.0,5.5,94.5,,4.8,4.15,-1.91,100412.0,5.5
s1,BTCUSD,momentum,4,[8],0.5,1.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,391,0.0,0.0,0.0,31.7,68.3,,6.6,8.16,-2.21,96827.0,31.7
s1,BTCUSD,momentum,4,[8],0.5,1.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,395,0.5,0.0,0.0,20.3,79.2,5.3,6.7,7.89,-2.15,97906.0,20.3
s1,BTCUSD,momentum,4,[8],0.5,1.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,391,0.0,0.0,0.0,49.9,50.1,,5.8,7.34,-2.21,97268.0,49.9
s1,BTCUSD,momentum,4,[8],0.5,1.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,395,0.5,0.0,0.0,39.7,59.7,5.3,6.1,7.39,-2.15,97967.0,39.7
s1,BTCUSD,momentum,4,[8],0.5,2.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,391,4.1,0.0,0.0,50.4,45.5,4.4,6.0,9.32,-2.2,96867.0,50.4
s1,BTCUSD,momentum,4,[8],0.5,2.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,395,6.8,0.0,0.0,36.2,57.0,5.3,6.2,8.79,-2.14,98824.0,36.2
s1,BTCUSD,momentum,4,[8],0.5,2.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,391,4.6,0.0,0.0,56.8,38.6,4.7,5.1,8.2,-2.19,97431.0,56.8
s1,BTCUSD,momentum,4,[8],0.5,2.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,395,7.1,0.0,0.0,43.8,49.1,5.3,5.5,8.09,-2.13,99020.0,43.8
s1,BTCUSD,momentum,4,[8],0.5,3.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,391,6.4,4.1,0.0,66.2,23.3,4.9,5.2,9.79,-2.15,97250.0,66.2
s1,BTCUSD,momentum,4,[8],0.5,3.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,395,10.4,5.1,0.0,51.9,32.7,4.5,5.4,9.35,-2.09,99222.0,51.9
s1,BTCUSD,momentum,4,[8],0.5,3.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,391,12.5,0.0,0.0,65.5,22.0,4.3,4.5,8.83,-2.15,97960.0,65.5
s1,BTCUSD,momentum,4,[8],0.5,3.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,395,16.5,0.0,0.0,55.7,27.8,4.3,4.8,8.83,-2.08,99405.0,55.7
s1,BTCUSD,momentum,4,[8],1.0,1.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,391,0.5,0.0,0.0,15.3,84.1,5.4,6.8,6.97,-2.12,98901.0,15.3
s1,BTCUSD,momentum,4,[8],1.0,1.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,395,2.3,0.0,0.0,16.2,81.5,5.5,6.8,6.86,-2.07,99282.0,16.2
s1,BTCUSD,momentum,4,[8],1.0,1.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,391,0.5,0.0,0.0,35.0,64.5,5.4,6.2,6.45,-2.11,98904.0,35.0
s1,BTCUSD,momentum,4,[8],1.0,1.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,395,2.3,0.0,0.0,32.9,64.8,5.5,6.2,6.39,-2.06,99388.0,32.9
s1,XAUUSD,long,24,[1],3.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.4,0.0,0.5,0.4,98.8,6.8,4.8,4.98,-1.99,99520.0,0.9
s1,XAUUSD,long,24,[1],3.0,2.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,1.5,0.0,0.5,0.0,98.0,5.4,4.8,4.67,-1.96,100476.0,0.5
s1,XAUUSD,long,24,[1],3.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.4,0.0,0.5,11.2,87.9,6.8,4.8,4.88,-1.99,99507.0,11.7
s1,XAUUSD,long,24,[1],3.0,2.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,1.5,0.0,0.5,6.1,91.9,5.4,4.8,4.61,-1.96,100473.0,6.6
s1,BTCUSD,momentum,4,[8],1.0,2.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,391,7.9,0.0,0.0,28.4,63.7,5.3,6.4,8.17,-2.1,99831.0,28.4
s1,BTCUSD,momentum,4,[8],1.0,2.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,395,12.7,0.0,0.0,27.3,60.0,4.5,6.3,8.11,-2.05,99944.0,27.3
s1,BTCUSD,momentum,4,[8],1.0,2.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,391,7.9,0.0,0.0,39.1,52.9,5.3,5.7,7.64,-2.11,99698.0,39.1
s1,BTCUSD,momentum,4,[8],1.0,2.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,395,12.7,0.0,0.0,40.5,46.8,4.5,5.5,7.51,-2.04,100062.0,40.5
s1,BTCUSD,momentum,4,[8],1.0,3.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,391,10.2,2.6,0.0,40.2,47.1,4.9,6.0,8.69,-2.1,99888.0,40.2
s1,BTCUSD,momentum,4,[8],1.0,3.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,395,13.9,5.3,0.0,44.6,36.2,4.5,5.5,8.98,-2.01,100188.0,44.6
s1,BTCUSD,momentum,4,[8],1.0,3.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,391,13.0,0.0,0.0,42.7,44.2,4.7,5.4,8.24,-2.09,99964.0,42.7
s1,BTCUSD,momentum,4,[8],1.0,3.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,395,19.2,0.0,0.0,48.1,32.7,3.7,4.9,8.54,-2.01,100038.0,48.1
s1,XAUUSD,long,24,[1],3.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,845,0.2,0.1,0.5,0.5,98.7,5.9,4.8,5.06,-1.99,99515.0,1.0
s1,XAUUSD,long,24,[1],3.0,3.0,22,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,816,1.5,1.0,0.6,0.2,96.7,5.9,4.8,4.77,-1.95,100459.0,0.8
s1,XAUUSD,long,24,[1],3.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,845,0.4,0.0,0.5,11.2,87.9,4.9,4.8,4.96,-1.99,99502.0,11.7
s1,XAUUSD,long,24,[1],3.0,3.0,22,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,816,2.5,0.0,0.6,6.2,90.7,5.9,4.8,4.72,-1.95,100453.0,6.8
s1,BTCUSD,momentum,4,[8],2.0,1.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,391,0.3,0.0,0.0,3.3,96.4,6.3,7.0,6.05,-2.05,99852.0,3.3
s1,BTCUSD,momentum,4,[8],2.0,1.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,395,2.5,0.0,0.0,9.9,87.6,5.6,6.8,5.87,-2.01,100475.0,9.9
s1,BTCUSD,momentum,4,[8],2.0,1.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,391,0.3,0.0,0.0,23.3,76.5,6.3,6.5,5.76,-2.05,99615.0,23.3
s1,BTCUSD,momentum,4,[8],2.0,1.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,395,2.5,0.0,0.0,22.3,75.2,5.6,6.4,5.5,-2.01,100555.0,22.3
s1,BTCUSD,momentum,4,[8],2.0,2.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,391,5.9,0.0,0.0,9.5,84.7,5.8,6.8,6.88,-2.05,100410.0,9.5
s1,BTCUSD,momentum,4,[8],2.0,2.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,395,12.7,0.0,0.0,17.7,69.6,4.9,6.5,7.08,-1.98,100478.0,17.7
s1,BTCUSD,momentum,4,[8],2.0,2.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,391,5.9,0.0,0.0,24.6,69.6,5.8,6.3,6.52,-2.04,100241.0,24.6
s1,BTCUSD,momentum,4,[8],2.0,2.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,395,12.7,0.0,0.0,31.6,55.7,4.9,5.9,6.58,-1.98,100625.0,31.6
s1,BTCUSD,momentum,4,[8],2.0,3.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,391,9.5,1.3,0.0,14.3,74.9,5.6,6.7,7.3,-2.04,100804.0,14.3
s1,BTCUSD,momentum,4,[8],2.0,3.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,395,10.4,2.8,0.0,22.3,64.6,4.9,6.4,7.49,-1.98,100309.0,22.3
s1,BTCUSD,momentum,4,[8],2.0,3.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,391,10.7,0.0,0.0,28.6,60.6,5.5,6.2,6.95,-2.04,100585.0,28.6
s1,BTCUSD,momentum,4,[8],2.0,3.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,395,13.2,0.0,0.0,33.9,52.9,4.6,5.8,6.97,-1.97,100492.0,33.9
s1,BTCUSD,momentum,4,[8],3.0,1.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,391,0.0,0.0,0.0,1.5,98.5,,7.0,5.11,-2.01,100048.0,1.5
s1,BTCUSD,momentum,4,[8],3.0,1.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,395,1.8,0.0,0.0,3.8,94.4,6.5,6.9,5.33,-1.97,100111.0,3.8
s1,BTCUSD,momentum,4,[8],3.0,1.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,391,0.0,0.0,0.0,10.5,89.5,,6.8,4.98,-2.01,99994.0,10.5
s1,BTCUSD,momentum,4,[8],3.0,1.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,395,1.8,0.0,0.0,16.7,81.5,6.5,6.6,5.08,-1.97,100164.0,16.7
s1,BTCUSD,momentum,4,[13],0.5,1.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,IS,391,0.8,0.0,0.0,39.4,59.8,5.5,6.3,8.96,-2.22,96107.0,39.4
s1,BTCUSD,momentum,4,[13],0.5,1.0,23,0.0,0,ftmo_1step,,7,2.0,1,,False,OOS,395,0.0,0.0,0.0,28.9,71.1,,6.5,8.22,-2.16,97333.0,28.9
s1,BTCUSD,momentum,4,[13],0.5,1.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,IS,391,0.8,0.0,0.0,56.0,43.2,5.5,5.6,8.07,-2.23,96593.0,56.0
s1,BTCUSD,momentum,4,[13],0.5,1.0,23,0.0,0,fundingpips_1step,,7,2.0,1,,False,OOS,395,0.0,0.0,0.0,41.0,59.0,,6.0,7.62,-2.16,97694.0,41.0
