final_equity,net,usd_per_hour,usd_per_hour_first_year,max_dd_usd,max_dd_pct,min_equity,ruined_at,stopouts,baskets_closed,sl_hits,tp_hits,max_lots,max_positions,worst_basket,trend_filter,step_pips,max_levels,basket_sl_usd,tp_pips,base_lot,sym,ok
0.0,-1000.0,-0.0223,-0.0297,1021.83,100.0,0.0,2015-09-24 20:00:00,2,2528,44,2482,0.06,3,-123.68,400,25,3,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0536,1018.02,100.0,0.0,2015-06-29 13:00:00,1,2714,46,2667,0.09,5,-174.5,400,25,5,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0852,1018.02,100.0,0.0,2015-03-31 13:00:00,3,2143,21,2119,0.1,5,-248.24,400,25,5,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0458,1018.02,100.0,0.0,2015-10-28 20:00:00,1,2221,14,2206,0.1,5,-296.93,400,25,5,250,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0441,1018.02,100.0,0.0,2015-06-09 13:00:00,3,2666,45,2618,0.1,7,-174.5,400,25,8,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0641,1018.02,100.0,0.0,2014-12-18 10:00:00,3,1907,19,1885,0.13,8,-219.85,400,25,8,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.1046,1018.02,100.0,0.0,2013-12-27 12:00:00,2,1107,8,1097,0.16,8,-280.18,400,25,8,250,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0332,1016.82,100.0,0.0,2016-06-24 20:00:00,2,3071,49,3020,0.06,3,-118.58,400,40,3,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.038,1016.82,100.0,0.0,2016-03-10 16:00:00,1,2123,21,2101,0.06,3,-157.8,400,40,3,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0485,1016.82,100.0,0.0,2015-08-31 04:00:00,3,2609,42,2564,0.09,5,-162.02,400,40,5,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0562,1016.82,100.0,0.0,2015-06-05 15:00:00,1,2114,20,2093,0.1,5,-223.68,400,40,5,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0493,1016.82,100.0,0.0,2015-08-10 19:00:00,1,2539,41,2497,0.09,6,-162.02,400,40,8,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0715,1016.82,100.0,0.0,2015-06-05 02:00:00,2,2273,21,2250,0.11,8,-223.68,400,40,8,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0979,1157.68,100.0,0.0,2013-12-27 12:00:00,0,990,8,982,0.13,8,-289.64,400,40,8,250,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0481,1007.99,100.0,0.0,2016-03-04 17:00:00,2,2719,42,2675,0.08,5,-134.82,400,60,5,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0711,1007.99,100.0,0.0,2015-06-04 14:00:00,2,1906,18,1886,0.09,5,-221.32,400,60,5,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0481,1007.99,100.0,0.0,2016-03-04 17:00:00,2,2719,42,2675,0.08,5,-134.82,400,60,8,80,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0502,1007.99,100.0,0.0,2016-03-21 14:00:00,5,2670,23,2642,0.1,7,-221.32,400,60,8,150,10,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0459,1006.12,100.0,0.0,2016-06-24 10:00:00,1,2996,10,2985,0.1,5,-299.77,400,60,5,250,6,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1012.25,100.0,0.0,2013-02-28 06:00:00,7,308,5,296,0.16,5,-258.35,400,60,5,250,6,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1015.99,100.0,0.0,2013-07-03 17:00:00,1,560,8,551,0.16,5,-284.59,400,60,5,250,10,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0646,1055.34,100.0,0.0,2015-06-04 16:00:00,2,2282,8,2272,0.12,8,-343.97,400,60,8,250,6,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1012.25,100.0,0.0,2013-02-27 20:00:00,2,304,5,297,0.16,6,-265.26,400,60,8,250,6,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1015.99,100.0,0.0,2013-07-10 22:00:00,2,576,7,567,0.18,6,-284.96,400,60,8,250,10,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0438,1006.12,100.0,0.0,2016-06-09 16:00:00,4,3165,10,3151,0.1,5,-299.77,200,60,5,250,6,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1012.25,100.0,0.0,2013-04-12 11:00:00,2,453,5,446,0.16,5,-258.35,200,60,5,250,6,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1015.99,100.0,0.0,2013-07-11 00:00:00,1,624,8,615,0.16,5,-284.59,200,60,5,250,10,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0493,1006.12,100.0,0.0,2016-03-10 16:00:00,0,1904,7,1897,0.06,3,-261.88,400,60,3,250,6,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1012.25,100.0,0.0,2013-10-31 11:00:00,2,876,7,867,0.12,3,-258.87,400,60,3,250,6,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0699,1015.99,100.0,0.0,2015-06-04 09:00:00,2,1672,16,1654,0.12,3,-304.55,400,60,3,250,10,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.067,1012.43,100.0,0.0,2015-08-28 17:00:00,2,2458,9,2447,0.1,5,-271.17,400,40,5,250,6,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1024.87,100.0,0.0,2013-06-28 15:00:00,1,755,7,747,0.18,5,-278.45,400,40,5,250,6,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1033.65,100.0,0.0,2013-10-11 18:00:00,6,839,10,823,0.2,5,-302.73,400,40,5,250,10,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0808,1107.83,100.0,0.0,2015-06-29 00:00:00,1,1372,28,1343,0.2,5,-442.95,400,40,5,250,20,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0414,1006.12,100.0,0.0,2015-06-01 10:00:00,3,2268,8,2257,0.1,5,-270.38,50,60,5,250,6,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1012.25,100.0,0.0,2013-04-17 15:00:00,2,522,6,514,0.16,5,-271.19,50,60,5,250,6,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.1045,1015.99,100.0,0.0,2013-12-27 14:00:00,5,1074,10,1059,0.16,5,-284.59,50,60,5,250,10,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0104,1408.76,100.0,0.0,2015-06-05 17:00:00,2,1384,26,1356,0.16,5,-337.56,50,60,5,250,20,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0483,1006.12,100.0,0.0,2016-03-10 16:00:00,0,1934,7,1927,0.06,3,-261.88,200,60,3,250,6,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0978,1012.25,100.0,0.0,2014-01-10 15:00:00,2,1046,8,1036,0.12,3,-258.87,200,60,3,250,6,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0583,1015.99,100.0,0.0,2015-04-16 20:00:00,1,1614,16,1597,0.12,3,-304.55,200,60,3,250,10,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0428,1006.12,100.0,0.0,2015-05-20 11:00:00,3,2155,8,2144,0.1,5,-270.38,100,60,5,250,6,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1012.25,100.0,0.0,2013-04-16 18:00:00,0,496,6,490,0.16,5,-271.19,100,60,5,250,6,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1015.99,100.0,0.0,2013-07-11 01:00:00,1,653,8,644,0.16,5,-284.59,100,60,5,250,10,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0343,1006.12,100.0,0.0,2015-08-25 13:00:00,1,1712,8,1703,0.06,3,-264.78,50,15,3,250,6,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.0914,1012.25,100.0,0.0,2014-09-05 14:00:00,1,1623,12,1610,0.12,3,-292.63,50,15,3,250,6,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0013,1117.45,100.0,0.0,2015-06-04 20:00:00,1,1964,22,1941,0.12,3,-326.05,50,15,3,250,10,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0409,1014.02,100.0,0.0,2015-12-03 22:00:00,1,2040,8,2031,0.06,3,-272.55,50,40,3,250,6,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1028.05,100.0,0.0,2013-11-07 14:00:00,0,1112,9,1103,0.12,3,-271.43,50,40,3,250,6,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0492,1040.48,100.0,0.0,2015-03-18 22:00:00,0,1721,18,1703,0.12,3,-306.35,50,40,3,250,10,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0355,1006.12,100.0,0.0,2015-08-24 19:00:00,1,1678,8,1669,0.06,3,-264.78,100,15,3,250,6,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.1001,1012.25,100.0,0.0,2014-01-06 15:00:00,5,1311,10,1296,0.12,3,-263.83,100,15,3,250,6,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0143,1068.31,100.0,0.0,2015-06-04 20:00:00,1,1955,22,1932,0.12,3,-326.05,100,15,3,250,10,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.0595,1006.12,100.0,0.0,2015-06-05 15:00:00,0,1846,12,1834,0.06,3,-161.5,400,60,3,150,6,0.01,EURUSD,False
0.0,-1000.0,-0.0223,-0.1142,1012.25,100.0,0.0,2013-09-18 20:00:00,0,874,12,862,0.12,3,-204.27,400,60,3,150,6,0.02,EURUSD,False
0.0,-1000.0,-0.0223,-0.076,1015.99,100.0,0.0,2015-06-03 19:00:00,1,1921,30,1890,0.12,3,-204.27,400,60,3,150,10,0.02,EURUSD,False
