dt,EURUSD,GBPUSD,COMBINADO
2020-03-02,1243.270000000017,699.3199999999619,942.5899999999788
2020-03-03,1237.780000000017,691.7299999999623,929.5099999999793
2020-03-04,1247.2250000000172,685.4399999999624,932.6649999999795
2020-03-05,1234.8800000000163,674.9199999999624,909.7999999999788
2020-03-06,1225.620000000015,663.0049999999634,888.6249999999782
2020-03-07,,,
2020-03-08,,,
2020-03-09,1201.5700000000136,658.4049999999638,859.9749999999774
2020-03-10,1217.9300000000137,610.6349999999647,828.5649999999785
2020-03-11,1217.7500000000139,635.3149999999652,853.0649999999791
2020-03-12,1217.570000000014,666.484999999966,884.05499999998
2020-03-13,1217.3900000000142,700.9449999999665,918.3349999999807
2020-03-14,,,
2020-03-15,,,
2020-03-16,1217.2100000000144,720.6699999999679,937.8799999999824
2020-03-17,1217.0300000000145,744.524999999968,961.5549999999826
2020-03-18,1228.6550000000145,780.4449999999694,1009.099999999984
2020-03-19,1188.6700000000124,809.7549999999688,998.4249999999811
2020-03-20,1217.7900000000102,687.379999999969,905.1699999999792
2020-03-21,,,
2020-03-22,,,
2020-03-23,1228.2700000000104,670.1949999999692,898.4649999999797
2020-03-24,1228.0900000000106,668.2899999999703,896.379999999981
2020-03-25,1227.9100000000108,607.8799999999713,835.7899999999822
2020-03-26,1227.730000000011,587.5299999999728,815.2599999999838
2020-03-27,1227.550000000011,629.2749999999736,856.8249999999848
2020-03-28,,,
2020-03-29,,,
2020-03-30,1227.3700000000113,626.2149999999738,853.584999999985
2020-03-31,1227.1900000000114,622.5299999999744,849.7199999999857
2020-04-01,1227.0100000000116,638.3349999999748,865.3449999999864
2020-04-02,1226.8300000000118,639.0199999999754,865.8499999999872
2020-04-03,1226.650000000012,630.1149999999762,856.764999999988
2020-04-04,,,
2020-04-05,,,
2020-04-06,1226.470000000012,636.8899999999761,863.3599999999883
2020-04-07,1226.2900000000122,641.3799999999766,867.6699999999887
2020-04-08,1226.1100000000124,641.1999999999765,867.309999999989
2020-04-09,1225.9300000000126,638.9849999999769,864.9149999999895
2020-04-10,1225.7500000000127,645.6899999999769,871.4399999999896
2020-04-11,,,
2020-04-12,,,
2020-04-13,1225.570000000013,630.8149999999769,856.3849999999898
2020-04-14,1225.390000000013,649.8449999999775,875.2349999999906
2020-04-15,1225.2100000000132,622.4699999999779,847.6799999999912
2020-04-16,1225.0300000000134,627.8699999999772,852.8999999999905
2020-04-17,1224.8500000000136,639.1799999999768,864.0299999999902
2020-04-18,,,
2020-04-19,,,
2020-04-20,1224.6700000000137,645.2899999999769,869.9599999999905
2020-04-21,1224.4900000000139,633.3599999999775,857.8499999999913
2020-04-22,1224.310000000014,623.9649999999779,848.2749999999919
2020-04-23,1224.1300000000142,628.534999999978,852.6649999999922
2020-04-24,1223.9500000000144,629.0399999999782,852.9899999999925
2020-04-25,,,
2020-04-26,,,
